"scientific_name","family","gbif_rec"
"Campylopus areodictyon (Müll.Hal.) Mitt.","Leucobryaceae","1"
"Campyloneurum sphenodes (Kunze ex Klotzsch) Fée","Polypodiaceae","1"
"Selaginella producta Baker","Selaginellaceae","1"
"Selaginella rosea Alston","Selaginellaceae","1"
"Campyloneurum nitidissimum var. nitidissimum","Polypodiaceae","1"
"Campyloneurum nitidissimum (Mett.) Ching","Polypodiaceae","1"
"Selaginella stellata Spring","Selaginellaceae","1"
"Campyloneurum macrosorum Fée","Polypodiaceae","1"
"Campyloneurum latum T.Moore","Polypodiaceae","1"
"Selaginella trisulcata Aspl.","Selaginellaceae","1"
"Selaginella willdenowii (Desv.) Baker","Selaginellaceae","1"
"Campyloneurum filiforme Labiak & R.C.Moran","Polypodiaceae","1"
"Selenastrum Reinsch, 1867","Selenastraceae","1"
"Campyloneurum fasciale (Humb. & Bonpl. ex Willd.) C.Presl","Polypodiaceae","1"
"Campyloneurum densifolium (Hieron.) Lellinger","Polypodiaceae","1"
"Selenipedium aequinoctiale Garay","Orchidaceae","1"
"Campyloneurum aphanophlebium (Kunze) T.Moore","Polypodiaceae","1"
"Campyloneurum amphostenon (Kunze ex Klotzsch) Fée","Polypodiaceae","1"
"Campylocentrum guarinae Szlach. & Kolan.","Orchidaceae","1"
"Campomanesia Ruiz & Pav.","Myrtaceae","1"
"Campnosperma Thwaites","Anacardiaceae","1"
"Campelia zanonia (L.) Kunth","Commelinaceae","1"
"Sematophyllum pennellii R.S.Williams","Sematophyllaceae","1"
"Campelia Rich.","Commelinaceae","1"
"Campanula medium L.","Campanulaceae","1"
"Sematophyllum tequendamense (Hampe) Mitt.","Sematophyllaceae","1"
"Senecio carbonellii S.Díaz","Asteraceae","1"
"Senecio chaquiroensis Greenm.","Asteraceae","1"
"Camelina sativa (L.) Crantz","Brassicaceae","1"
"Camaridium luteorubrum Lindl.","Orchidaceae","1"
"Senecio repens DC.","Asteraceae","1"
"Senecio vulgaris L.","Asteraceae","1"
"Senefeldera Mart.","Euphorbiaceae","1"
"Senefelderopsis chiribiquetensis (R.E.Schult. & Croizat) Steyerm.","Euphorbiaceae","1"
"Senegalia cordobana Britton & Killip","Fabaceae","1"
"Senegalia glomerosa (Benth.) Britton & Rose","Fabaceae","1"
"Senegalia lehmannii Britton & Killip","Fabaceae","1"
"Senegalia Raf.","Fabaceae","1"
"Senegalia riparia (Kunth) Britton & Rose","Fabaceae","1"
"Senna (Cav.) H.S.Irwin & Barneby, 1982","Fabaceae","1"
"Calyptrocarya poeppigiana f. poeppigiana","Cyperaceae","1"
"Senna atomaria (L.) H.S.Irwin & Barneby","Fabaceae","1"
"Calyptrocarya Nees","Cyperaceae","1"
"Senna bicapsularis (L.) Roxb.","Fabaceae","1"
"Calyptrocarya bicolor (H.Pfeiff.) T.Koyama","Cyperaceae","1"
"Calyptranthe","Saxifragaceae","1"
"Calypogeiaceae","Calypogeiaceae","1"
"Calypogeia miquelii Mont. ex Gottsche, Lindenb. & Nees","Calypogeiaceae","1"
"Calotropis procera (Aiton) Dryand.","Apocynaceae","1"
"Calopteryx insignis A.C.Sm.","Ericaceae","1"
"Weinmannia elliptica Kunth","Cunoniaceae","1"
"Senna pendula var. pendula","Fabaceae","1"
"Calopogonium velutinum (Benth.) Amshoff","Fabaceae","1"
"Calopogonium caeruleum (Benth.) Sauvalle","Fabaceae","1"
"Senna quinquangulata (Rich.) H.S.Irwin & Barneby","Fabaceae","1"
"Senna quinquangulata var. quinquangulata","Fabaceae","1"
"Senna septemtrionalis (Viv.) H.S.Irwin & Barneby","Fabaceae","1"
"Senna silvestris (Vell.) H.S.Irwin & Barneby","Fabaceae","1"
"Aegiphila cordata var. brevipilosa Moldenke","Lamiaceae","1"
"Callitriche terrestris subsp. subsessilis (Fassett) Bacigalupo","Plantaginaceae","1"
"Callistemon R.Br.","Myrtaceae","1"
"Senna viminea (L.) H.S.Irwin & Barneby","Fabaceae","1"
"Serjania adusta Radlk.","Sapindaceae","1"
"Callipteris chocoensis (Triana ex Mett.) Pacheco & R.C.Moran","Athyriaceae","1"
"Serjania deltoidea Radlk.","Sapindaceae","1"
"Serjania diffusa Radlk.","Sapindaceae","1"
"Callicostella papillata (Mont.) Mitt.","Pilotrichaceae","1"
"Serjania pyramidata Radlk.","Sapindaceae","1"
"Serjania rubicaulis Benth. ex Radlk.","Sapindaceae","1"
"Callianthe sylvatica (Cav.) Dorr","Malvaceae","1"
"Serpocaulon dissimile (L.) A.R.Sm.","Polypodiaceae","1"
"Callianthe picta (Gillies ex Hook. & Arn.) Donnell","Malvaceae","1"
"Serpocaulon funckii (Mett.) A.R.Sm.","Polypodiaceae","1"
"Callianthe megapotamica (A.Spreng.) Dorr","Malvaceae","1"
"Serpocaulon loriciforme (Rosenst.) A.R.Sm.","Polypodiaceae","1"
"Calliandra surinamensis Benth.","Fabaceae","1"
"Serpocaulon nanegalense (Sodiro) A.R.Sm.","Polypodiaceae","1"
"Calliandra purpurea (L.) Benth.","Fabaceae","1"
"Abuta colombiana Moldenke","Menispermaceae","1"
"Sesbania Adans.","Fabaceae","1"
"Sesbania emerus (Aubl.) Urb.","Fabaceae","1"
"Sesbania exasperata Kunth","Fabaceae","1"
"Sesbania grandiflora (L.) Pers.","Fabaceae","1"
"Calliandra magdalenae var. colombiana (Britton & Rose) Barneby","Fabaceae","1"
"Sesbania Scop.","Fabaceae","1"
"Sesbania sesban (L.) Merr.","Fabaceae","1"
"Calliandra magdalenae (Bertero ex DC.) Benth.","Fabaceae","1"
"Sessea corymbosa Miers","Solanaceae","1"
"Calliandra lehmannii Harms","Fabaceae","1"
"Sessea elliptica Francey","Solanaceae","1"
"Setaria geniculata P.Beauv.","Poaceae","1"
"Calliandra bella (Mart. ex Spreng.) Benth.","Fabaceae","1"
"Aechmea germinyana Lindm.","Bromeliaceae","1"
"Calea pringlei B.L.Rob.","Asteraceae","1"
"Calea angosturana Hieron.","Asteraceae","1"
"Weinmannia ovalis Ruiz & Pav. ex López","Cunoniaceae","1"
"Aechmea fasciata (Lindl.) Baker","Bromeliaceae","1"
"Adiantum polyphyllum Willd.","Pteridaceae","1"
"Calceolaria mexicana subsp. mexicana","Calceolariaceae","1"
"Calceolaria mexicana Benth.","Calceolariaceae","1"
"Weinmannia pubescens var. pubescens","Cunoniaceae","1"
"Calceolaria alata (Pennell) Pennell","Calceolariaceae","1"
"Sherardia arvensis L.","Rubiaceae","1"
"Sicydium tamnifolium (Kunth) Cogn.","Cucurbitaceae","1"
"Sicyos edulis Jacq.","Cucurbitaceae","1"
"Sida glomerata Cav.","Malvaceae","1"
"Sida jamaicensis L.","Malvaceae","1"
"Calathea rubribracteata H.Kenn.","Marantaceae","1"
"Sida linifolia Cav.","Malvaceae","1"
"Adiantum petiolatum Desv.","Pteridaceae","1"
"Calathea nidulans L.B.Sm. & Idrobo","Marantaceae","1"
"Calathea monstera H.Kenn.","Marantaceae","1"
"Calathea mishuyacu J.F.Macbr.","Marantaceae","1"
"Sida urens L.","Malvaceae","1"
"Calathea metallica Planch. & Linden","Marantaceae","1"
"Sideroxylon celastrinum (Kunth) T.D.Penn.","Sapotaceae","1"
"Sigesbeckia jorullensis Kunth","Asteraceae","1"
"Sigmatostalix hymenantha Schltr.","Orchidaceae","1"
"Silene gallica L.","Caryophyllaceae","1"
"Simaba Aubl.","Simaroubaceae","1"
"Simaba guianensis Aubl.","Simaroubaceae","1"
"Calathea lutea (Aubl.) G.Mey.","Marantaceae","1"
"Calathea legrelliana (Linden) Regel","Marantaceae","1"
"Calathea latrinotecta H.Kenn.","Marantaceae","1"
"Calathea latifolia (Willd. ex Link) Klotzsch","Marantaceae","1"
"Zornia latifolia Sm.","Fabaceae","1"
"Simsia Pers.","Asteraceae","1"
"Sinningia incarnata (Aubl.) D.L.Denham","Gesneriaceae","1"
"Siparuna cervicornis Perkins","Siparunaceae","1"
"Calathea harlingii H.Kenn.","Marantaceae","1"
"Calathea bantae H.Kenn.","Marantaceae","1"
"Calathea altissima (Poepp. & Endl.) Horan.","Marantaceae","1"
"Abelmoschus moschatus (L.) Medik.","Malvaceae","1"
"Weissia Hedw.","Pottiaceae","1"
"Caesalpiniaceae","Fabaceae","1"
"Siparuna pennellii Perkins","Siparunaceae","1"
"Siparuna petiolaris (Kunth) A.DC.","Siparunaceae","1"
"Siparuna pilosolepidota Heilborn","Siparunaceae","1"
"Caesalpinia peltophoroides Benth.","Fabaceae","1"
"Siparuna tonduziana Perkins","Siparunaceae","1"
"Weissia ligulaefolia (E.B.Bartram) Grout","Pottiaceae","1"
"Siphocampylus coronatus Gleason","Campanulaceae","1"
"Siphocampylus longibracteolatus E.Wimm.","Campanulaceae","1"
"Siphocampylus niveus (Willd. ex Schult.) Vatke","Campanulaceae","1"
"Cabralea canjerana subsp. canjerana","Meliaceae","1"
"Weissia tortilis (Schwaegr.) C.Muell.","Pottiaceae","1"
"Siphocampylus retrorsus (Willd. ex Schult.) Vatke","Campanulaceae","1"
"Cabomba furcata Schult.fil.","Cabombaceae","1"
"Byrsonima stipulina J.F.Macbr.","Malpighiaceae","1"
"Byrsonima cardenasii W.R.Anderson","Malpighiaceae","1"
"Sloanea ampla I.M.Johnst.","Elaeocarpaceae","1"
"Sloanea calva Pal.-Duque & Fern.Alonso","Elaeocarpaceae","1"
"Sloanea durissima Spruce ex Benth.","Elaeocarpaceae","1"
"Sloanea esmeraldana Pal.-Duque","Elaeocarpaceae","1"
"Sloanea fragrans Rusby","Elaeocarpaceae","1"
"Sloanea grandiflora Sm.","Elaeocarpaceae","1"
"Bursera simaruba (L.) Sarg.","Burseraceae","1"
"Sloanea guianensis subsp. stipitata (Spruce ex Benth.) T.D.Penn.","Elaeocarpaceae","1"
"Adiantum obliquum Willd.","Pteridaceae","1"
"Sloanea medusula K.Schumach. & Pittier","Elaeocarpaceae","1"
"Sloanea meianthera Donn.Sm.","Elaeocarpaceae","1"
"Sloanea rufa Planch. ex Benth.","Elaeocarpaceae","1"
"Sloanea tuerckheimii Donn.Sm.","Elaeocarpaceae","1"
"Sloanea usurpatrix Sprague & L.Riley","Elaeocarpaceae","1"
"Welfia georgei H.Wendl. ex Burret","Arecaceae","1"
"Welfia H.Wendl.","Arecaceae","1"
"Adiantum latifolium Lam.","Pteridaceae","1"
"Burmeistera tomentosula H.Karst.","Campanulaceae","1"
"Smilax fluminensis Steud.","Smilacaceae","1"
"Burmeistera serraniaguae Garzón & F.González","Campanulaceae","1"
"Burmeistera rostrata Jeppesen","Campanulaceae","1"
"Smilax oblongata Sw.","Smilacaceae","1"
"Burmeistera obtusifolia E.Wimm.","Campanulaceae","1"
"Werauhia balanophora (Mez) J.R.Grant","Bromeliaceae","1"
"Sobralia atropubescens Ames & C.Schweinf.","Orchidaceae","1"
"Sobralia cattleya Rchb.f.","Orchidaceae","1"
"Sobralia chrysostoma Dressler","Orchidaceae","1"
"Sobralia decora Bateman","Orchidaceae","1"
"Sobralia fragrans Lindl.","Orchidaceae","1"
"Sobralia gentryi Dodson","Orchidaceae","1"
"Sobralia macrophylla Rchb.f.","Orchidaceae","1"
"Burmeistera carnosa var. metastasia E.Wimm.","Campanulaceae","1"
"Burmeistera carnosa Gleason","Campanulaceae","1"
"Burmeistera bullatifolia Garzón & F.González","Campanulaceae","1"
"Sobralia ruckeri Linden & Rchb.f.","Orchidaceae","1"
"Bunchosia tuberculata (Jacq.) DC.","Malpighiaceae","1"
"Bulnesia Gay","Zygophyllaceae","1"
"Sobralia xantholeuca B.S.Williams","Orchidaceae","1"
"Buddleja americana L.","Scrophulariaceae","1"
"Bucida buceras L.","Combretaceae","1"
"Sodiroa dissitiflora André","Bromeliaceae","1"
"Solanales",NULL,"1"
"Solandra grandiflora Sw.","Solanaceae","1"
"Bryum beyrichianum (Hornsch.) Müll.Hal.","Bryaceae","1"
"Solanum albidum Dunal","Solanaceae","1"
"Bryales",NULL,"1"
"Brunfelsia L.","Solanaceae","1"
"Brunellia darienensis Cuatrec. & D.M.Porter","Brunelliaceae","1"
"Adiantum fructuosum Kunze","Pteridaceae","1"
"Brownea rosa-de-monte P.J.Bergius","Fabaceae","1"
"Solanum auctosepalum Rusby","Solanaceae","1"
"Solanum barbulatum Zahlbr.","Solanaceae","1"
"Zuelania A.Rich.","Salicaceae","1"
"Brownea coccinea Jacq.","Fabaceae","1"
"Brosimum guianense (Aubl.) Huber ex Ducke","Moraceae","1"
"Brosimum alicastrum subsp. bolivarense (Pittier) C.C.Berg","Moraceae","1"
"Solanum chimborazense Bitter & Sodiro","Solanaceae","1"
"Bromus catharticus Vahl","Poaceae","1"
"Bromelia pinguin L.","Bromeliaceae","1"
"Solanum cyclophyllum S.Knapp","Solanaceae","1"
"Solanum darienense S.Knapp","Solanaceae","1"
"Breutelia trianae (Hampe) A.Jaeger","Bartramiaceae","1"
"Werauhia kupperiana (Suess.) J.R.Grant","Bromeliaceae","1"
"Breutelia subarcuata (Müll.Hal.) Schimp.","Bartramiaceae","1"
"Solanum diversifolium Schltdl.","Solanaceae","1"
"Breutelia (Bruch & Schimp.) Schimp.","Bartramiaceae","1"
"Brassicaceae","Brassicaceae","1"
"Solanum dulcamara L.","Solanaceae","1"
"Solanum erythrotrichum Fernald","Solanaceae","1"
"Werauhia laxa (Mez & Wercklé) J.R.Grant","Bromeliaceae","1"
"Solanum fallax Bohs","Solanaceae","1"
"Solanum flexicaule Benth.","Solanaceae","1"
"Solanum hayesii Fernald","Solanaceae","1"
"Brassica rapa L.","Brassicaceae","1"
"Brassica juncea (L.) Czern.","Brassicaceae","1"
"Solanum interandinum Bitter","Solanaceae","1"
"Brassia wageneri Rchb.f.","Orchidaceae","1"
"Brassia verrucosa Bateman ex Lindl.","Orchidaceae","1"
"Brachythecium Schimp.","Brachytheciaceae","1"
"Werauhia notata (L.B.Sm. & Pittendr.) J.R.Grant","Bromeliaceae","1"
"Brachythecium ruderale (Brid.) W.R.Buck","Brachytheciaceae","1"
"Brachythecium plumosum (Hedw.) B.S.G., 1853","Brachytheciaceae","1"
"Solanum macrotonum Bitter","Solanaceae","1"
"Brachyotum cernuum (Bonpl.) Triana","Melastomataceae","1"
"Solanum marantifolium Bitter","Solanaceae","1"
"Solanum marginatum L.fil.","Solanaceae","1"
"Solanum melongena L.","Solanaceae","1"
"Solanum mirabile Standl. & C.V.Morton","Solanaceae","1"
"Brachymitrion moritzianum (Müll.Hal.) A.K.Kop.","Splachnaceae","1"
"Brachymenium speciosum (Hook. & Wilson) Steere","Bryaceae","1"
"Solanum nocturnum Fernald","Solanaceae","1"
"Brachymenium columbicum (De Not.) Broth.","Bryaceae","1"
"Solanum phureja subsp. phureja","Solanaceae","1"
"Solanum pimpinellifolium L.","Solanaceae","1"
"Solanum pintoi Castillo","Solanaceae","1"
"Adiantum concinnum Humb. & Bonpl. ex Willd.","Pteridaceae","1"
"Brachiaria humidicola (Rendle) Schweick.","Poaceae","1"
"Solanum quitoense var. septentrionale Schult. & Cuatrec.","Solanaceae","1"
"Solanum robustivenosum Bitter","Solanaceae","1"
"Bourreria costaricensis (Standl.) A.H.Gentry","Ehretiaceae","1"
"Bougainvillea spectabilis Willd.","Nyctaginaceae","1"
"Solanum scorpioideum Rusby","Solanaceae","1"
"Bougainvillea ×buttiana Holttum & Standl.","Nyctaginaceae","1"
"Botrychium Sw.","Ophioglossaceae","1"
"Borreria spinosa Cham. & Schltdl. ex DC.","Rubiaceae","1"
"Werauhia paupera (Mez & Sodiro) J.R.Grant","Bromeliaceae","1"
"Solanum stramonifolium Jacq.","Solanaceae","1"
"Adianthum","Pteridaceae","1"
"Borreria hyssopifolia (Cham. & Schltdl.) Bacigalupo & E.L.Cabral","Rubiaceae","1"
"Solanum triplinervium C.V.Morton","Solanaceae","1"
"Borreria chartensis Standl.","Rubiaceae","1"
"Solanum tuberosum subsp. andigenum (Juz. & Bukasov) Hawkes","Solanaceae","1"
"Borago officinalis L.","Boraginaceae","1"
"Solanum unifoliatum S.Knapp","Solanaceae","1"
"Solanum verecundum M.Nee","Solanaceae","1"
"Solanum vestissimum Dunal","Solanaceae","1"
"Solenostoma callithrix (Lindenb. & Gottsche) Steph.","Solenostomataceae","1"
"Bomarea patacoensis Herb.","Alstroemeriaceae","1"
"Bomarea lancifolia Baker","Alstroemeriaceae","1"
"Sorghastrum stipoides (Kunth) Nash","Poaceae","1"
"Bomarea hieronymi Pax","Alstroemeriaceae","1"
"Sorghum bicolor subsp. bicolor","Poaceae","1"
"Bomarea frondea Mast.","Alstroemeriaceae","1"
"Sorocea affinis Hemsl.","Moraceae","1"
"Sorocea pileata W.C.Burger","Moraceae","1"
"Bomarea carderi Mast.","Alstroemeriaceae","1"
"Bomarea angustipetala (Benth.) Baker","Alstroemeriaceae","1"
"Sorocea trophoides subsp. rhodorachis (Cuatrec.) C.C.Berg","Moraceae","1"
"Bomarea andreana Baker","Alstroemeriaceae","1"
"Bolbitis aliena (Sw.) Alston","Dryopteridaceae","1"
"Boerhavia diffusa var. hirsuta (Jacq.) Kuntze","Nyctaginaceae","1"
"Boerhavia diffusa L.","Nyctaginaceae","1"
"Spathiphyllum phryniifolium Schott","Araceae","1"
"Bocconia integrifolia Kunth","Papaveraceae","1"
"Specklinia grobyi (Bateman ex Lindl.) F.Barros","Orchidaceae","1"
"Adenostemma lavenia (L.) Kuntze","Asteraceae","1"
"Spermacoce densiflora (DC.) Alain","Rubiaceae","1"
"Spermacoce exilis (L.O.Williams) C.D.Adams ex W.C.Burger & C.M.Taylor","Rubiaceae","1"
"Bletia Ruiz & Pav.","Orchidaceae","1"
"Blechum pyramidatum (Lam.) Urb.","Acanthaceae","1"
"Blechum P.Browne","Acanthaceae","1"
"Adenophaedra grandifolia (Klotzsch) Müll.Arg.","Euphorbiaceae","1"
"Sphaeradenia asplundii (Harling) Harling","Cyclanthaceae","1"
"Blechnum fuscosquamosum A.Rojas","Blechnaceae","1"
"Sphaeradenia columnaris R.Erikss.","Cyclanthaceae","1"
"Blechnum divergens (Kunze) Mett.","Blechnaceae","1"
"Blechnum auratum subsp. columbiense (Hieron.) R.M.Tryon & Stolze","Blechnaceae","1"
"Sphaeradenia laucheana subsp. laucheana","Cyclanthaceae","1"
"Sphaeradenia oligostemon Harling","Cyclanthaceae","1"
"Blechnaceae","Blechnaceae","1"
"Sphaeradenia scandens R.Erikss.","Cyclanthaceae","1"
"Sphaeradenia steyermarkii (Harling) Harling","Cyclanthaceae","1"
"Sphaeradenia vallensis Harling","Cyclanthaceae","1"
"Blakea sessilifolia (Triana) Penneys & Judd","Melastomataceae","1"
"Sphagnum cuspidatum Ehrh. ex Hoffm.","Sphagnaceae","1"
"Adenocalymma Mart.","Bignoniaceae","1"
"Blakea princeps (Linden & Mast.) Cogn.","Melastomataceae","1"
"Sphagnum tenerum Warnst.","Sphagnaceae","1"
"Blakea pilosa Gleason","Melastomataceae","1"
"Blakea killipii (Wurdack) Penneys & Judd","Melastomataceae","1"
"Sphyrospermum standleyi A.C.Sm.","Ericaceae","1"
"Blakea granatensis Naudin","Melastomataceae","1"
"Adelphia platyrachis (Triana & Planch.) W.R.Anderson","Malpighiaceae","1"
"Blakea glabrescens Benth.","Melastomataceae","1"
"Spigelia pedunculata Kunth","Loganiaceae","1"
"Spigelia petiolata H.Hurley","Loganiaceae","1"
"Spilanthes americana Hieron. ex Sodiro, 1900","Asteraceae","1"
"Spilanthes ocymifolia (Lam.) A.H.Moore","Asteraceae","1"
"Blakea droseropila Penneys","Melastomataceae","1"
"Blakea calyptrata var. ovata Gleason","Melastomataceae","1"
"Blakea bracteata Gleason","Melastomataceae","1"
"Blakea argentea Gleason","Melastomataceae","1"
"Bixa L.","Bixaceae","1"
"Spondias radlkoferi Donn.Sm.","Anacardiaceae","1"
"Biophytum chocoense Knuth","Oxalidaceae","1"
"Sporobolus pyramidalis P.Beauv.","Poaceae","1"
"Billbergia alfonsi-joannis Reitz","Bromeliaceae","1"
"Bignonia venusta Ker Gawl.","Bignoniaceae","1"
"Bignonia L.","Bignoniaceae","1"
"Bidens triplinervia var. mollis (Poepp.) Sherff","Asteraceae","1"
"Bidens subalternans DC.","Asteraceae","1"
"Adelphia hiraea (Gaertn.) W.R.Anderson","Malpighiaceae","1"
"Stachytarpheta mutabilis (Jacq.) Vahl","Verbenaceae","1"
"Bidens segetum C.Mart. ex Colla","Asteraceae","1"
"Stanhopea annulata Mansf.","Orchidaceae","1"
"Stanhopea gibbosa Rchb.f.","Orchidaceae","1"
"Stanhopea wardii Lodd. ex Lindl.","Orchidaceae","1"
"Bidens reptans (L.) G.Don","Asteraceae","1"
"Bidens bipinnata L.","Asteraceae","1"
"Bidens alba var. radiata (Sch.Bip.) R.E.Ballard","Asteraceae","1"
"Besleria variabilis C.V.Morton","Gesneriaceae","1"
"Steiractinia aspera Cuatrec.","Asteraceae","1"
"Steiractinia glandulosa S.F.Blake","Asteraceae","1"
"Steiractinia klattii (B.L.Rob. & Greenm.) S.F.Blake","Asteraceae","1"
"Besleria leucocarpa C.V.Morton","Gesneriaceae","1"
"Steiropteris leprieurii var. incana (Christ) A.R.Sm.","Thelypteridaceae","1"
"Steiropteris polyphlebia (C.Chr.) Salino & T.E.Almeida","Thelypteridaceae","1"
"Besleria fecunda C.V.Morton","Gesneriaceae","1"
"Besleria delvillari Cuatrec.","Gesneriaceae","1"
"Stelis bicornis Lindl.","Orchidaceae","1"
"Stelis cairoensis Luer","Orchidaceae","1"
"Adelothecium bogotense (Hampe) Mitt.","Daltoniaceae","1"
"Stelis florea Lindl.","Orchidaceae","1"
"Stelis foetida O.Duque","Orchidaceae","1"
"Stelis frontinensis O.Duque","Orchidaceae","1"
"Stelis galeata (Lindl.) Pridgeon & M.W.Chase","Orchidaceae","1"
"Stelis hylophila Rchb.f.","Orchidaceae","1"
"Stelis infundibulosa (Luer) Pridgeon & M.W.Chase","Orchidaceae","1"
"Besleria amabilis C.V.Morton","Gesneriaceae","1"
"Stelis oblongifolia Lindl.","Orchidaceae","1"
"Stelis papilio O.Duque","Orchidaceae","1"
"Stelis pardipes Rchb.f.","Orchidaceae","1"
"Stelis pauciflora Lindl.","Orchidaceae","1"
"Stelis preclara Luer & Hirtz","Orchidaceae","1"
"Adelonema Schott","Araceae","1"
"Stelis pusilla Kunth","Orchidaceae","1"
"Stelis rhamphosa O.Duque","Orchidaceae","1"
"Berberis quindiuensis Kunth ex DC.","Berberidaceae","1"
"Berberis quindiuensis Kunth","Berberidaceae","1"
"Stellaria L.","Caryophyllaceae","1"
"Stemmadenia grandiflora (Jacq.) Miers","Apocynaceae","1"
"Stemmadenia robinsonii Woodson","Apocynaceae","1"
"Adelobotrys acreanus Wurdack","Melastomataceae","1"
"Stemodia verticillata (Mill.) Hassl.","Plantaginaceae","1"
"Stenocereus griseus (Haw.) Buxb.","Cactaceae","1"
"Berberis goudotii Triana & Planch.","Berberidaceae","1"
"Stenorrhynchos albidomaculatum Christenson","Orchidaceae","1"
"Berberis carupensis L.A.Camargo","Berberidaceae","1"
"Belotia australis Little","Malvaceae","1"
"Belotia A.Rich.","Malvaceae","1"
"Bellucia Neck. ex Raf.","Melastomataceae","1"
"Bellucia grossularioides (L.) Triana","Melastomataceae","1"
"Bellis perennis L.","Asteraceae","1"
"Begonia trispathulata (A.DC.) Warb.","Begoniaceae","1"
"Begonia suaviola Jara","Begoniaceae","1"
"Begonia silverstonei Jara","Begoniaceae","1"
"Begonia pustulata Liebm.","Begoniaceae","1"
"Begonia maurandiae A.DC.","Begoniaceae","1"
"Begonia maculata Raddi","Begoniaceae","1"
"Begonia lindleyana Walp.","Begoniaceae","1"
"Begonia lehmannii (Irmsch.) L.B.Sm. & B.G.Schub.","Begoniaceae","1"
"Begonia foliosa var. rotundata L.B.Sm. & B.G.Schub.","Begoniaceae","1"
"Begonia fischeri Schrank","Begoniaceae","1"
"Stenospermation wattii Croat ex D.C.Bay","Araceae","1"
"Zygia dinizii (Ducke) D.A.Neill, G.P.Lewis & Klitg.","Fabaceae","1"
"Stenospermatum","Araceae","1"
"Stenostephanus hispidulus (Leonard) J.R.I.Wood","Acanthaceae","1"
"Stenostephanus Nees","Acanthaceae","1"
"Stephaniella J.B.Jack","Stephaniellaceae","1"
"Stephanopodium aptotum L.C.Wheeler","Dichapetalaceae","1"
"Stephanopodium Poepp. & Endl.","Dichapetalaceae","1"
"Begonia ferruginea L.fil.","Begoniaceae","1"
"Begonia cuatrecasana L.B.Sm. & B.G.Schub.","Begoniaceae","1"
"Sterculia colombiana Sprague","Malvaceae","1"
"Sterculia pojoira Cuatrec.","Malvaceae","1"
"Abarema macradenia (Pittier) Barneby & J.W.Grimes","Fabaceae","1"
"Wissadula amplissima (L.) R.E.Fr.","Malvaceae","1"
"Steriphoma Spreng.","Capparaceae","1"
"Stevia Cav.","Asteraceae","1"
"Stevia rebaudiana (Bertoni) Bertoni","Asteraceae","1"
"Begonia boliviensis A.DC.","Begoniaceae","1"
"Wissadula hernandioides (L'Hér.) Garcke","Malvaceae","1"
"Sticherus velatus (Kunze) Copel.","Gleicheniaceae","1"
"Stictolejeunea kunzeana (Gottsche, Lindenb. & Nees) Schiffn.","Lejeuneaceae","1"
"Begonia ×tuberhybrida Voss","Begoniaceae","1"
"Zygia latifolia (L.) Fawc. & Rendle","Fabaceae","1"
"Stigmaphyllon aberrans C.E.Andersson","Malpighiaceae","1"
"Becquerelia cymosa Brongn.","Cyperaceae","1"
"Bazzania phyllobola Spruce","Lepidoziaceae","1"
"Bazzania pallidevirens (Steph.) Fulford","Lepidoziaceae","1"
"Stigmatopteris guianensis (Klotzsch) C.Chr.","Dryopteridaceae","1"
"Bazzania crassidentata Fulford","Lepidoziaceae","1"
"Bazzania chimborazensis Spruce","Lepidoziaceae","1"
"Bazzania affinis (Lindenb. & Gottsche) Trevis.","Lepidoziaceae","1"
"Stromanthe Sond.","Marantaceae","1"
"Bauhinia tomentosa L.","Fabaceae","1"
"Actinostachys germanii Fée","Schizaeaceae","1"
"Strophanthus DC.","Apocynaceae","1"
"Struchium sparganophorum (L.) Kuntze","Asteraceae","1"
"Actinidiaceae","Actinidiaceae","1"
"Struthanthus orbicularis (Kunth) Blume","Loranthaceae","1"
"Struthanthus orbicularis (Kunth) Eichler","Loranthaceae","1"
"Strychnos cogens Benth.","Loganiaceae","1"
"Acrostichum danaeifolium Langsd. & Fisch.","Pteridaceae","1"
"Batocarpus orinocensis H.Karst.","Moraceae","1"
"Strychnos erichsonii R.H.Schomb.","Loganiaceae","1"
"Basella alba L.","Basellaceae","1"
"Wolffiella Hegelm.","Araceae","1"
"Strychnos jobertiana Baill.","Loganiaceae","1"
"Barnadesia Mutis ex L.f.","Asteraceae","1"
"Bareria Juss.","Metteniusaceae","1"
"Barbula lavardei (Thér.) R.H.Zander & S.P.Churchill","Pottiaceae","1"
"Barbosella cucullata (Lindl.) Schltr.","Orchidaceae","1"
"Strychnos poeppigii Progel","Loganiaceae","1"
"Stryphnodendron guianense (Aubl.) Benth.","Fabaceae","1"
"Barbieria pinnata (Pers.) Baill.","Fabaceae","1"
"Stylogyne ardisioides (Kunth) Mez","Primulaceae","1"
"Barbella M.Fleisch. ex Broth.","Meteoriaceae","1"
"Stylogyne micrantha (Kunth) Mez","Primulaceae","1"
"Banisteriopsis caapi (Spruce ex Griseb.) C.V.Morton","Malpighiaceae","1"
"Banisteriopsis C.B.Rob.","Malpighiaceae","1"
"Wurdastom B.Walln.","Melastomataceae","1"
"Stylosanthes macrocephala M.B.Ferreira & Sousa Costa","Fabaceae","1"
"Stylosanthes sericeiceps S.F.Blake","Fabaceae","1"
"Bambusa vulgaris Schrad.","Poaceae","1"
"Styphnolobium Schott","Fabaceae","1"
